,location,size,total_sqft,bath,price,bhk,price_per_sqft
1354,Bommasandra Industrial Area,3,1320.0,2.0,38.13,3,2888.636363636364
1356,Bommasandra Industrial Area,2,1020.0,2.0,29.45,2,2887.2549019607845
1357,Bommasandra Industrial Area,2,1165.0,2.0,33.64,2,2887.5536480686696
1358,Bommasandra Industrial Area,2,1090.0,2.0,31.48,2,2888.0733944954127
1360,Bommasandra Industrial Area,2,1000.0,2.0,28.88,2,2888.0
1361,Bommasandra Industrial Area,2,1020.0,2.0,29.45,2,2887.2549019607845
1362,Bommasandra Industrial Area,2,1160.0,2.0,33.51,2,2888.793103448276
1363,Bommasandra Industrial Area,2,1125.0,2.0,32.49,2,2888.0
1366,Bommasandra Industrial Area,2,1125.0,2.0,32.49,2,2888.0
1367,Bommasandra Industrial Area,2,1130.0,2.0,32.64,2,2888.495575221239
1368,Bommasandra Industrial Area,2,1065.0,2.0,30.75,2,2887.323943661972
1369,Bommenahalli,3,1200.0,3.0,125.0,3,10416.666666666666
1370,Bommenahalli,4,1632.0,3.0,145.0,4,8884.803921568628
1371,Bommenahalli,4,1670.0,3.0,135.0,4,8083.832335329342
1372,Bommenahalli,4,1680.0,3.0,135.0,4,8035.714285714285
1373,Bommenahalli,4,1632.0,3.0,128.0,4,7843.137254901961
1374,Bommenahalli,3,3339.0,3.0,250.0,3,7487.271638215035
1375,Bommenahalli,4,1355.0,3.0,135.0,4,9963.09963099631
1376,Bommenahalli,3,1232.0,3.0,96.0,3,7792.207792207792
1377,Bommenahalli,4,1632.0,3.0,140.0,4,8578.43137254902
1378,Brookefield,2,1150.0,2.0,69.0,2,6000.0
1379,Brookefield,2,1142.0,2.0,70.0,2,6129.5971978984235
1383,Brookefield,4,2800.0,4.0,240.0,4,8571.42857142857
1384,Brookefield,3,1476.0,3.0,105.0,3,7113.821138211382
1385,Brookefield,4,1700.0,4.0,152.0,4,8941.176470588236
1386,Brookefield,2,1262.0,2.0,75.0,2,5942.947702060222
1387,Brookefield,2,1139.0,2.0,80.0,2,7023.705004389815
1388,Brookefield,2,1125.0,2.0,70.0,2,6222.222222222223
1389,Brookefield,3,1420.0,3.0,85.0,3,5985.915492957746
1391,Brookefield,2,941.0,2.0,48.0,2,5100.956429330499
1394,Brookefield,2,1100.0,2.0,55.0,2,5000.0
1395,Brookefield,4,2400.0,3.0,140.0,4,5833.333333333333
1396,Brookefield,2,1225.0,2.0,66.5,2,5428.571428571428
1397,Brookefield,5,1950.0,6.0,175.0,5,8974.358974358975
1398,Brookefield,2,1080.0,2.0,50.0,2,4629.62962962963
1399,Brookefield,2,1230.0,2.0,55.0,2,4471.544715447155
1400,Brookefield,2,1200.0,2.0,75.0,2,6250.0
1401,Brookefield,2,1089.0,2.0,49.0,2,4499.540863177227
1402,Brookefield,2,1130.0,2.0,56.0,2,4955.7522123893805
1403,Brookefield,2,1270.0,2.0,95.0,2,7480.314960629921
1404,Brookefield,3,1706.0,3.0,115.0,3,6740.914419695194
1405,Brookefield,2,1389.0,2.0,94.0,2,6767.458603311735
1407,Brookefield,2,1225.0,2.0,72.0,2,5877.551020408163
1409,Brookefield,3,1746.0,3.0,115.0,3,6586.483390607102
1411,Brookefield,4,1560.0,3.0,149.0,4,9551.28205128205
1413,Brookefield,2,1382.0,2.0,84.5,2,6114.3270622286545
1414,Brookefield,2,1260.0,2.0,70.0,2,5555.555555555556
1415,Brookefield,2,1206.0,2.0,90.0,2,7462.686567164179
1417,Brookefield,3,1594.0,3.0,140.0,3,8782.936010037642
1418,Budigere,2,1153.0,2.0,56.4,2,4891.587163920208
1419,Budigere,2,1162.0,2.0,59.9,2,5154.9053356282275
1420,Budigere,3,1991.0,4.0,103.0,3,5173.279758915118
1421,Budigere,2,1153.0,2.0,57.0,2,4943.625325238509
1422,Budigere,2,1162.0,2.0,57.0,2,4905.335628227194
1423,Budigere,2,1139.0,2.0,62.0,2,5443.371378402107
1424,Budigere,2,1139.0,2.0,56.8,2,4986.830553116769
1425,Budigere,2,1139.0,2.0,56.85,2,4991.220368744513
1428,Budigere,1,664.0,1.0,35.0,1,5271.084337349397
1429,Budigere,3,1820.0,3.0,93.0,3,5109.89010989011
1430,Budigere,3,1636.0,3.0,85.0,3,5195.59902200489
1431,Budigere,2,1444.0,2.0,70.0,2,4847.645429362881
1433,Budigere,2,1139.0,2.0,60.0,2,5267.778753292362
1435,Budigere,3,1820.0,3.0,93.0,3,5109.89010989011
1437,Budigere,2,1162.0,2.0,58.0,2,4991.394148020654
1438,Budigere,3,1636.0,3.0,85.0,3,5195.59902200489
1439,Budigere,3,1636.0,3.0,92.0,3,5623.471882640587
1440,Budigere,2,1087.0,2.0,54.3,2,4995.40018399264
1442,Budigere,2,1149.0,2.0,65.0,2,5657.093124456049
1443,Budigere,1,664.0,1.0,35.4,1,5331.325301204819
1444,Budigere,2,1153.0,2.0,56.7,2,4917.606244579359
1446,Budigere,2,1139.0,2.0,56.5,2,4960.491659350308
1447,Budigere,3,1636.0,3.0,83.0,3,5073.349633251833
1448,Budigere,1,664.0,1.0,34.0,1,5120.481927710844
1450,Budigere,2,1162.0,2.0,58.0,2,4991.394148020654
1451,Budigere,2,1153.0,2.0,60.0,2,5203.816131830009
1452,Budigere,3,1820.0,3.0,99.0,3,5439.56043956044
1453,Budigere,2,1172.0,2.0,56.725,2,4840.017064846416
1456,Budigere,3,1820.0,3.0,95.0,3,5219.780219780219
1458,Budigere,3,1820.0,3.0,95.5,3,5247.252747252747
1459,Budigere,2,1153.0,2.0,56.0,2,4856.895056374675
1460,Budigere,1,705.0,1.0,34.545,1,4900.0
1461,Budigere,2,1153.0,2.0,56.5,2,4900.260190806592
1462,Budigere,2,1153.0,2.0,58.0,2,5030.3555941023415
1463,Budigere,3,1636.0,3.0,88.0,3,5378.973105134474
1464,Budigere,2,1153.0,2.0,56.55,2,4904.596704249783
1465,Budigere,2,1153.0,2.0,56.5,2,4900.260190806592
1466,Budigere,2,1153.0,2.0,60.0,2,5203.816131830009
1468,CV Raman Nagar,2,1120.0,2.0,55.0,2,4910.714285714285
1469,CV Raman Nagar,2,1070.0,2.0,55.0,2,5140.186915887851
1470,CV Raman Nagar,2,740.0,2.0,37.0,2,5000.0
1471,CV Raman Nagar,2,1028.0,2.0,49.0,2,4766.536964980544
1472,CV Raman Nagar,2,1392.0,2.0,98.0,2,7040.229885057472
1473,CV Raman Nagar,2,1070.0,2.0,47.5,2,4439.252336448598
1474,CV Raman Nagar,3,1825.0,3.0,126.0,3,6904.109589041096
1475,CV Raman Nagar,2,1025.0,2.0,50.0,2,4878.048780487805
1477,CV Raman Nagar,2,1198.0,2.0,60.0,2,5008.347245409015
1478,CV Raman Nagar,2,1560.0,2.0,85.0,2,5448.717948717948
1479,CV Raman Nagar,3,1590.0,2.0,85.0,3,5345.911949685535
1480,CV Raman Nagar,2,1100.0,2.0,58.0,2,5272.727272727273
1481,CV Raman Nagar,2,1051.0,2.0,61.0,2,5803.996194100856
1483,CV Raman Nagar,2,1020.0,2.0,55.0,2,5392.156862745098
1484,CV Raman Nagar,2,1285.0,2.0,65.0,2,5058.365758754864
1485,CV Raman Nagar,2,1040.0,2.0,50.0,2,4807.692307692308
1486,CV Raman Nagar,2,1392.0,2.0,95.0,2,6824.712643678161
1487,CV Raman Nagar,1,705.0,2.0,50.0,1,7092.198581560284
1488,CV Raman Nagar,2,1125.0,2.0,46.0,2,4088.8888888888887
1489,CV Raman Nagar,3,1400.0,2.0,78.0,3,5571.428571428572
1490,CV Raman Nagar,3,1400.0,2.0,78.0,3,5571.428571428572
1491,CV Raman Nagar,2,907.0,2.0,38.0,2,4189.636163175303
1493,CV Raman Nagar,2,1310.0,2.0,62.0,2,4732.824427480916
1494,Chamrajpet,3,1475.0,2.0,120.0,3,8135.593220338983
1495,Chamrajpet,4,1900.0,2.0,170.0,4,8947.368421052632
1496,Chamrajpet,2,1350.0,2.0,180.0,2,13333.333333333334
1497,Chamrajpet,2,1050.0,2.0,162.0,2,15428.57142857143
1498,Chamrajpet,4,1660.4,4.0,211.0,4,12707.781257528306
1499,Chamrajpet,1,505.0,1.0,85.0,1,16831.68316831683
1500,Chamrajpet,3,1565.0,3.0,98.91,3,6320.127795527156
1501,Chamrajpet,2,730.0,1.0,52.0,2,7123.287671232877
1502,Chamrajpet,2,650.0,1.0,40.0,2,6153.846153846154
1503,Chamrajpet,2,650.0,2.0,45.0,2,6923.076923076923
1504,Chamrajpet,3,1650.0,3.0,115.0,3,6969.69696969697
1505,Chandapura,2,650.0,1.0,17.0,2,2615.3846153846152
1506,Chandapura,1,645.0,1.0,16.45,1,2550.3875968992247
1507,Chandapura,1,645.0,1.0,16.45,1,2550.3875968992247
1509,Chandapura,2,1015.0,2.0,25.88,2,2549.753694581281
1510,Chandapura,1,530.0,1.0,11.66,1,2200.0
1511,Chandapura,3,1208.0,3.0,45.0,3,3725.1655629139073
1513,Chandapura,2,1200.0,2.0,32.0,2,2666.6666666666665
1514,Chandapura,2,1025.0,2.0,27.68,2,2700.487804878049
1515,Chandapura,1,582.5,1.0,15.135,1,2598.283261802575
1516,Chandapura,2,1015.0,2.0,25.88,2,2549.753694581281
1518,Chandapura,3,1065.0,2.0,33.0,3,3098.5915492957747
1521,Chandapura,2,850.0,2.0,25.4,2,2988.235294117647
1522,Chandapura,1,590.0,1.0,13.57,1,2300.0
1523,Chandapura,1,645.0,1.0,16.45,1,2550.3875968992247
1524,Chandapura,1,630.0,1.0,13.86,1,2200.0
1526,Chandapura,2,1015.0,2.0,25.88,2,2549.753694581281
1527,Chandapura,3,1107.0,2.0,43.0,3,3884.3721770551037
1528,Chandapura,1,520.0,1.0,14.04,1,2700.0
1529,Chandapura,2,1200.0,1.0,36.0,2,3000.0
1530,Chandapura,2,975.0,2.0,24.86,2,2549.74358974359
1531,Chandapura,1,645.0,1.0,16.45,1,2550.3875968992247
1532,Chandapura,2,985.0,2.0,25.12,2,2550.253807106599
1533,Chandapura,1,645.0,1.0,16.45,1,2550.3875968992247
1534,Chandapura,2,975.0,2.0,24.86,2,2549.74358974359
1535,Chandapura,2,700.0,1.0,19.0,2,2714.285714285714
1537,Chandapura,3,1095.0,2.0,32.0,3,2922.3744292237443
1538,Chandapura,4,1891.0,2.0,66.165,4,3498.942358540455
1539,Chandapura,3,1208.51,3.0,42.0,3,3475.3539482503247
1540,Chandapura,2,876.0,2.0,29.5,2,3367.5799086757993
1541,Chandapura,1,645.0,1.0,16.45,1,2550.3875968992247
1544,Chandapura,1,645.0,1.0,16.45,1,2550.3875968992247
1545,Chandapura,2,937.0,2.0,30.0,2,3201.7075773745996
1546,Chandapura,2,1025.0,2.0,27.68,2,2700.487804878049
1547,Chandapura,2,975.0,2.0,24.86,2,2549.74358974359
1548,Chandapura,2,800.0,2.0,25.0,2,3125.0
1549,Chandapura,1,645.0,1.0,16.45,1,2550.3875968992247
1550,Chandapura,2,778.0,2.0,25.29,2,3250.642673521851
1552,Chandapura,2,950.0,2.0,25.65,2,2700.0
1553,Chandapura,2,1200.0,2.0,36.0,2,3000.0
1554,Chandapura,1,645.0,1.0,16.45,1,2550.3875968992247
1555,Chandapura,2,922.0,2.0,36.0,2,3904.5553145336225
1557,Chandapura,2,674.0,1.0,19.9,2,2952.522255192878
1562,Chandapura,2,985.0,2.0,25.12,2,2550.253807106599
1564,Chandapura,2,1025.0,2.0,27.68,2,2700.487804878049
1566,Chandapura,2,1015.0,2.0,25.88,2,2549.753694581281
1567,Chandapura,3,1345.0,2.0,39.5,3,2936.8029739776953
1568,Chandapura,3,1033.0,2.0,30.47,3,2949.6611810261375
1569,Chandapura,3,971.0,2.0,38.0,3,3913.491246138002
1570,Chandapura,2,1015.0,2.0,25.88,2,2549.753694581281
1571,Chandapura,2,800.0,1.0,30.0,2,3750.0
1573,Chandapura,2,900.0,2.0,35.0,2,3888.8888888888887
1574,Chandapura,2,975.0,2.0,24.86,2,2549.74358974359
1575,Chandapura,1,520.0,1.0,14.04,1,2700.0
1578,Chandapura,3,1323.0,2.0,42.0,3,3174.6031746031745
1579,Chandapura,1,410.0,1.0,10.0,1,2439.0243902439024
1580,Chandapura,2,985.0,2.0,25.12,2,2550.253807106599
1581,Chandapura,1,645.0,1.0,16.45,1,2550.3875968992247
1582,Chandapura,1,645.0,1.0,16.45,1,2550.3875968992247
1583,Chandapura,2,1200.0,2.0,36.0,2,3000.0
1584,Chandapura,2,740.0,1.0,22.0,2,2972.972972972973
1585,Chandapura,2,876.0,2.0,28.47,2,3250.0
1587,Chandapura,1,520.0,1.0,14.04,1,2700.0
1589,Channasandra,2,1009.0,2.0,38.34,2,3799.8017839445
1590,Channasandra,2,1065.0,2.0,35.0,2,3286.3849765258215
1591,Channasandra,3,1470.0,2.0,90.0,3,6122.448979591837
1592,Channasandra,2,1115.0,2.0,33.45,2,3000.0000000000005
1593,Channasandra,2,1030.0,2.0,34.5,2,3349.5145631067962
1594,Channasandra,6,4200.0,6.0,180.0,6,4285.714285714285
1595,Channasandra,2,1115.0,2.0,40.0,2,3587.4439461883408
1596,Channasandra,3,1200.0,3.0,67.77,3,5647.5
1597,Channasandra,2,1104.0,2.0,35.5,2,3215.5797101449275
1598,Channasandra,2,1160.0,2.0,55.0,2,4741.379310344828
1599,Channasandra,2,1050.0,2.0,41.0,2,3904.7619047619046
1600,Channasandra,2,1065.0,2.0,40.47,2,3800.0
1602,Channasandra,2,1070.0,2.0,38.0,2,3551.4018691588785
1603,Channasandra,2,1050.0,2.0,35.0,2,3333.3333333333335
1604,Channasandra,2,1093.0,2.0,34.0,2,3110.704483074108
1605,Channasandra,2,808.0,2.0,40.0,2,4950.495049504951
1606,Channasandra,2,1010.0,2.0,36.0,2,3564.3564356435645
1607,Channasandra,2,1123.0,2.0,36.0,2,3205.699020480855
1608,Channasandra,2,1000.0,2.0,35.0,2,3500.0
1609,Channasandra,4,1500.0,4.0,89.45,4,5963.333333333333
1610,Channasandra,3,1330.0,2.0,51.83,3,3896.9924812030076
1611,Channasandra,2,1093.0,2.0,37.0,2,3385.1784080512352
1612,Channasandra,2,1115.0,2.0,35.8,2,3210.7623318385645
1613,Channasandra,3,1500.0,3.0,61.95,3,4130.0
1615,Channasandra,2,830.0,2.0,36.28,2,4371.084337349397
1616,Channasandra,3,1200.0,3.0,67.77,3,5647.5
1617,Channasandra,3,1195.0,2.0,56.0,3,4686.192468619247
1618,Channasandra,2,1175.0,2.0,38.0,2,3234.0425531914893
1619,Channasandra,2,1200.0,2.0,46.13,2,3844.1666666666665
1620,Channasandra,2,1065.0,2.0,36.0,2,3380.281690140845
1621,Channasandra,2,1050.0,2.0,44.41,2,4229.523809523809
1622,Channasandra,2,1010.0,2.0,32.0,2,3168.3168316831684
1623,Chikka Tirupathi,4,2600.0,5.0,120.0,4,4615.384615384615
1624,Chikka Tirupathi,4,2325.0,4.0,120.0,4,5161.290322580645
1625,Chikka Tirupathi,3,1808.0,4.0,80.27,3,4439.712389380531
1626,Chikka Tirupathi,3,3297.0,3.0,135.0,3,4094.631483166515
1627,Chikka Tirupathi,4,3500.0,5.0,150.0,4,4285.714285714285
1628,Chikka Tirupathi,3,2646.0,3.0,99.0,3,3741.496598639456
1629,Chikka Tirupathi,4,2704.0,5.0,105.0,4,3883.1360946745563
1630,Chikka Tirupathi,3,2325.0,3.0,95.0,3,4086.021505376344
1631,Chikka Tirupathi,4,2325.0,4.0,120.0,4,5161.290322580645
1632,Chikka Tirupathi,4,3250.0,4.0,136.0,4,4184.615384615385
1633,Chikka Tirupathi,4,2665.0,5.0,125.0,4,4690.431519699812
1634,Chikkabanavar,2,950.0,2.0,40.0,2,4210.526315789473
1635,Chikkabanavar,3,1600.0,2.0,80.0,3,5000.0
1636,Chikkabanavar,2,600.0,1.0,25.0,2,4166.666666666667
1637,Chikkabanavar,4,2460.0,7.0,80.0,4,3252.032520325203
1638,Chikkabanavar,5,2400.0,4.0,97.0,5,4041.6666666666665
1639,Chikkabanavar,5,2000.0,4.0,65.0,5,3250.0
1640,Chikkabanavar,2,1067.0,2.0,38.0,2,3561.3870665417057
1641,Chikkabanavar,3,1320.0,2.0,46.0,3,3484.848484848485
1642,Chikkabanavar,8,4000.0,7.0,110.0,8,2750.0
1644,Chikkalasandra,2,1100.0,2.0,50.0,2,4545.454545454545
1645,Chikkalasandra,2,1208.0,2.0,49.0,2,4056.291390728477
1646,Chikkalasandra,2,875.0,2.0,52.8,2,6034.285714285715
1648,Chikkalasandra,2,1800.0,1.0,128.0,2,7111.111111111111
1649,Chikkalasandra,2,1070.0,2.0,50.0,2,4672.897196261682
1650,Chikkalasandra,2,1230.0,2.0,48.0,2,3902.439024390244
1651,Chikkalasandra,3,1428.0,2.0,80.0,3,5602.240896358543
1652,Chikkalasandra,2,1070.0,2.0,42.8,2,4000.0
1656,Chikkalasandra,2,1075.0,2.0,46.76,2,4349.767441860465
1659,Chikkalasandra,2,1070.0,2.0,45.48,2,4250.467289719626
1660,Chikkalasandra,2,1100.0,2.0,50.0,2,4545.454545454545
1663,Chikkalasandra,2,1224.0,2.0,45.0,2,3676.470588235294
1664,Chikkalasandra,2,1090.0,2.0,47.42,2,4350.45871559633
1667,Chikkalasandra,2,1325.0,2.0,59.0,2,4452.830188679245
1668,Chikkalasandra,2,1290.0,2.0,72.0,2,5581.395348837209
1671,Choodasandra,2,1115.0,2.0,50.0,2,4484.304932735426
1672,Choodasandra,2,1300.0,2.0,57.0,2,4384.615384615385
1673,Choodasandra,3,1530.0,3.0,77.0,3,5032.679738562091
1676,Choodasandra,2,1197.0,2.0,63.0,2,5263.1578947368425
1677,Choodasandra,3,1465.0,3.0,75.0,3,5119.453924914676
1678,Choodasandra,2,1115.0,2.0,50.0,2,4484.304932735426
1679,Choodasandra,2,1215.0,2.0,59.0,2,4855.9670781893
1680,Choodasandra,3,1254.0,2.0,65.0,3,5183.413078149921
1681,Choodasandra,3,1580.0,3.0,105.0,3,6645.569620253164
1682,Choodasandra,2,725.0,2.0,36.0,2,4965.517241379311
1683,Choodasandra,4,2429.0,3.0,210.0,4,8645.533141210375
1685,Choodasandra,2,1075.0,2.0,45.0,2,4186.046511627907
1686,Choodasandra,2,1180.0,2.0,71.22,2,6035.593220338983
1687,Choodasandra,2,1140.0,2.0,62.0,2,5438.596491228071
1689,Choodasandra,3,1560.0,3.0,78.0,3,5000.0
1690,Choodasandra,2,1065.0,2.0,46.0,2,4319.24882629108
1691,Choodasandra,2,1115.0,2.0,50.0,2,4484.304932735426
1693,Choodasandra,2,1115.0,2.0,50.0,2,4484.304932735426
1694,Cooke Town,4,3950.0,4.0,450.0,4,11392.405063291139
1695,Cooke Town,3,2388.0,4.0,239.0,3,10008.375209380234
1696,Cooke Town,2,1710.0,2.0,200.0,2,11695.906432748538
1697,Cooke Town,2,1310.0,2.0,111.0,2,8473.282442748092
1698,Cooke Town,4,3900.0,5.0,415.0,4,10641.02564102564
1699,Cooke Town,3,2560.0,4.0,310.0,3,12109.375
1700,Cooke Town,3,2600.0,3.0,375.0,3,14423.076923076924
1701,Cooke Town,2,1100.0,2.0,90.0,2,8181.818181818182
1702,Cooke Town,3,2300.0,3.0,250.0,3,10869.565217391304
1703,Cox Town,3,1975.0,3.0,150.0,3,7594.93670886076
1704,Cox Town,3,1650.0,3.0,100.0,3,6060.606060606061
1705,Cox Town,3,1730.0,3.0,140.0,3,8092.485549132948
1706,Cox Town,3,1600.0,3.0,150.0,3,9375.0
1707,Cox Town,2,1250.0,2.0,95.0,2,7600.0
1708,Cox Town,2,1280.0,2.0,120.0,2,9375.0
1709,Cox Town,2,1073.0,2.0,72.0,2,6710.158434296365
1710,Cox Town,2,1000.0,2.0,58.0,2,5800.0
1711,Cox Town,2,1200.0,2.0,140.0,2,11666.666666666666
1712,Cunningham Road,4,5270.0,4.0,1250.0,4,23719.165085388995
1713,Cunningham Road,3,3875.0,3.0,864.0,3,22296.774193548386
1714,Cunningham Road,3,3875.0,3.0,800.0,3,20645.16129032258
1715,Cunningham Road,3,3815.0,3.0,763.0,3,20000.0
1716,Cunningham Road,3,2880.0,3.0,501.0,3,17395.833333333332
1717,Cunningham Road,3,3489.0,3.0,662.0,3,18973.91802808828
1718,Cunningham Road,3,4170.0,3.0,800.0,3,19184.65227817746
1720,Cunningham Road,3,2700.0,3.0,501.0,3,18555.555555555555
1721,Cunningham Road,4,7500.0,6.0,1800.0,4,24000.0
1722,Cunningham Road,3,2880.0,3.0,560.0,3,19444.444444444445
1723,Dasanapura,2,708.0,2.0,37.0,2,5225.988700564972
1724,Dasanapura,2,708.0,1.0,40.0,2,5649.717514124294
1725,Dasanapura,2,965.0,2.0,42.5,2,4404.145077720207
1727,Dasanapura,2,814.0,2.0,42.0,2,5159.7051597051595
1728,Dasanapura,2,1163.0,2.0,65.0,2,5588.993981083405
1729,Dasanapura,3,1286.0,2.0,68.0,3,5287.713841368584
1730,Dasanapura,2,708.0,2.0,31.15,2,4399.717514124294
1731,Dasanapura,1,708.0,1.0,41.0,1,5790.960451977401
1732,Dasanapura,2,814.0,2.0,43.7,2,5368.550368550368
1733,Dasarahalli,2,1295.0,2.0,65.0,2,5019.305019305019
1735,Dasarahalli,2,1150.0,2.0,70.0,2,6086.95652173913
1736,Dasarahalli,3,2100.0,3.0,120.0,3,5714.285714285715
1737,Dasarahalli,2,1220.0,2.0,52.0,2,4262.295081967213
1738,Dasarahalli,2,1375.0,2.0,60.0,2,4363.636363636364
1739,Dasarahalli,2,1333.0,2.0,78.56,2,5893.473368342085
1740,Dasarahalli,2,1220.0,2.0,62.0,2,5081.9672131147545
1741,Devanahalli,4,3210.0,2.0,192.0,4,5981.308411214954
1742,Devanahalli,2,1260.0,2.0,66.78,2,5300.0
1743,Devanahalli,3,1282.0,2.0,68.52,3,5344.773790951638
1744,Devanahalli,2,1360.0,2.0,65.0,2,4779.411764705882
1746,Devanahalli,2,1408.0,2.0,85.0,2,6036.931818181818
1747,Devanahalli,2,1010.0,2.0,51.0,2,5049.504950495049
1748,Devanahalli,2,1080.0,2.0,53.35,2,4939.814814814815
1749,Devanahalli,5,2400.0,5.0,100.0,5,4166.666666666667
1752,Devanahalli,2,1174.0,2.0,59.0,2,5025.553662691653
1753,Devanahalli,2,3752.5,2.0,177.115,2,4719.920053297801
1754,Devanahalli,1,658.0,1.0,34.0,1,5167.173252279636
1755,Devanahalli,1,658.0,1.0,26.91,1,4089.665653495441
1756,Devanahalli,1,698.5,1.0,28.57,1,4090.1932712956336
1757,Devanahalli,2,1080.0,2.0,52.0,2,4814.814814814815
1758,Devanahalli,3,1700.0,3.0,88.2,3,5188.235294117647
1759,Devanahalli,3,1498.0,3.0,79.15,3,5283.711615487317
1760,Devanahalli,3,1466.0,3.0,77.59,3,5292.633015006822
1761,Devanahalli,1,775.0,1.0,39.0,1,5032.258064516129
1762,Devanahalli,1,1020.0,2.0,49.87,1,4889.21568627451
1764,Devanahalli,3,1550.0,3.0,85.0,3,5483.870967741936
1766,Devanahalli,2,1340.0,2.0,65.0,2,4850.746268656716
1767,Devanahalli,3,2125.0,3.0,107.0,3,5035.294117647059
1770,Devanahalli,1,658.0,1.0,26.91,1,4089.665653495441
1772,Devanahalli,2,1010.0,2.0,58.0,2,5742.574257425743
1775,Devanahalli,1,1075.0,2.0,52.57,1,4890.232558139535
1777,Devarachikkanahalli,2,1250.0,2.0,40.0,2,3200.0
1778,Devarachikkanahalli,2,1200.0,2.0,83.0,2,6916.666666666667
1779,Devarachikkanahalli,2,1170.0,2.0,40.0,2,3418.803418803419
1780,Devarachikkanahalli,1,615.0,1.0,24.0,1,3902.439024390244
1781,Devarachikkanahalli,2,1230.0,2.0,58.0,2,4715.447154471544
1782,Devarachikkanahalli,3,1425.0,2.0,65.0,3,4561.403508771929
1783,Devarachikkanahalli,2,947.0,2.0,43.0,2,4540.654699049631
1784,Devarachikkanahalli,2,1130.0,2.0,36.0,2,3185.8407079646017
1785,Devarachikkanahalli,3,1417.0,2.0,76.0,3,5363.443895553987
1786,Devarachikkanahalli,2,1230.0,2.0,58.0,2,4715.447154471544
1787,Devarachikkanahalli,3,1705.0,3.0,75.0,3,4398.826979472141
1788,Devarachikkanahalli,2,1116.0,2.0,47.0,2,4211.469534050179
1789,Devarachikkanahalli,2,991.0,2.0,40.0,2,4036.326942482341
1791,Dodda Nekkundi,2,1260.0,2.0,55.0,2,4365.079365079365
1792,Dodda Nekkundi,2,850.0,2.0,28.0,2,3294.1176470588234
1793,Dodda Nekkundi,2,1390.0,2.0,60.0,2,4316.546762589928
1794,Dodda Nekkundi,3,1804.0,3.0,121.0,3,6707.317073170731
1795,Dodda Nekkundi,2,1080.0,2.0,50.0,2,4629.62962962963
1796,Dodda Nekkundi,3,1999.0,3.0,132.0,3,6603.301650825412
1797,Dodda Nekkundi,2,1100.0,2.0,48.0,2,4363.636363636364
1798,Dodda Nekkundi,3,1999.0,3.0,135.0,3,6753.376688344172
1799,Dodda Nekkundi,2,1100.0,2.0,41.15,2,3740.909090909091
1800,Dodda Nekkundi,3,1252.0,2.0,71.0,3,5670.926517571885
1801,Dodda Nekkundi,2,1155.0,2.0,46.0,2,3982.683982683983
1802,Dodda Nekkundi,2,1128.0,2.0,45.0,2,3989.3617021276596
1803,Dodda Nekkundi,2,1148.0,2.0,56.0,2,4878.048780487805
1805,Dodda Nekkundi,2,1145.0,2.0,46.5,2,4061.1353711790393
1806,Dodda Nekkundi,3,1829.0,3.0,125.0,3,6834.3357025697105
1807,Dodda Nekkundi,2,1100.0,2.0,41.16,2,3741.8181818181815
1808,Dodda Nekkundi,2,1100.0,2.0,46.75,2,4250.0
1809,Dodda Nekkundi,2,1315.0,2.0,50.0,2,3802.2813688212927
1810,Dodda Nekkundi,2,1135.0,2.0,58.0,2,5110.132158590309
1811,Dodda Nekkundi,2,1100.0,2.0,41.18,2,3743.6363636363635
1812,Dodda Nekkundi,2,1370.0,2.0,60.0,2,4379.56204379562
1813,Dodda Nekkundi,2,1200.0,2.0,71.0,2,5916.666666666667
1814,Dodda Nekkundi,3,1585.0,2.0,79.0,3,4984.22712933754
1815,Dodda Nekkundi,2,1005.0,2.0,45.0,2,4477.611940298508
1816,Dodda Nekkundi,2,1264.0,2.0,52.0,2,4113.9240506329115
1817,Doddaballapur,4,1690.0,3.0,80.0,4,4733.7278106508875
1818,Doddaballapur,4,4200.0,4.0,325.0,4,7738.0952380952385
1819,Doddaballapur,3,3876.0,3.0,300.0,3,7739.938080495356
1820,Doddaballapur,3,2776.0,4.0,195.0,3,7024.495677233429
1821,Doddaballapur,3,2440.0,3.0,142.0,3,5819.672131147541
1822,Doddaballapur,4,2400.0,3.0,200.0,4,8333.333333333334
1823,Doddaballapur,1,654.0,1.0,49.0,1,7492.354740061162
1824,Doddaballapur,4,3206.0,5.0,270.0,4,8421.70929507174
1825,Doddakallasandra,2,1010.0,2.0,40.39,2,3999.009900990099
1830,Doddakallasandra,2,1010.0,2.0,40.39,2,3999.009900990099
1831,Doddakallasandra,2,1072.0,2.0,42.87,2,3999.0671641791046
1832,Doddakallasandra,2,1010.0,2.0,40.4,2,4000.0
1833,Doddakallasandra,2,1010.0,2.0,41.0,2,4059.4059405940593
1834,Doddakallasandra,2,1072.0,2.0,42.87,2,3999.0671641791046
1835,Doddathoguru,2,970.0,2.0,33.0,2,3402.061855670103
1836,Doddathoguru,2,1050.0,2.0,32.0,2,3047.6190476190477
1837,Doddathoguru,2,850.0,2.0,25.0,2,2941.176470588235
1838,Doddathoguru,2,1030.0,2.0,42.0,2,4077.669902912621
1839,Doddathoguru,3,1549.0,3.0,65.0,3,4196.255648805681
1841,Doddathoguru,1,550.0,1.0,17.0,1,3090.909090909091
1842,Doddathoguru,2,1015.0,2.0,33.5,2,3300.4926108374384
